#timestamp [s],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
0.195000,0.046701483,-0.086966989,0.013073423,-0.347667807,-0.210094864,-9.753072179
0.200000,0.051020922,-0.084224209,0.012033730,-0.344861604,-0.201481673,-9.751091388
0.205000,0.047976941,-0.082608077,0.014416299,-0.356219717,-0.196270973,-9.746945674
0.210000,0.048907220,-0.082967846,0.015684259,-0.361912065,-0.214931734,-9.745995033
0.215000,0.045198192,-0.084760928,0.014309526,-0.383259768,-0.229101922,-9.739514754
0.220000,0.048827916,-0.088178384,0.016024828,-0.387962256,-0.219831897,-9.747575007
0.225000,0.043429728,-0.079283760,0.009974260,-0.393397681,-0.227939264,-9.753534983
0.230000,0.051719268,-0.084571365,0.008087081,-0.387200783,-0.237427450,-9.735491111
0.235000,0.049645081,-0.078417264,0.014389247,-0.404899240,-0.246754432,-9.738522533
0.240000,0.049906413,-0.082150686,0.009795819,-0.421619610,-0.242966910,-9.723319854
0.245000,0.053547475,-0.079097572,0.015082089,-0.426977419,-0.247227803,-9.730655988
0.250000,0.049013994,-0.082492276,0.011812705,-0.423734081,-0.257477262,-9.736342642
0.255000,0.047114620,-0.081680595,0.016023030,-0.437406868,-0.261707620,-9.716987858
0.260000,0.045213293,-0.081882210,0.012917315,-0.466075200,-0.266507075,-9.737101970
0.265000,0.045450981,-0.079759824,0.010593800,-0.466014624,-0.269863897,-9.730633314
0.270000,0.044821464,-0.081666862,0.007217678,-0.472621823,-0.257329736,-9.719883586
0.275000,0.048527591,-0.082967024,0.012180183,-0.478630366,-0.273989030,-9.730262882
0.280000,0.047930728,-0.083425810,0.010021400,-0.477337257,-0.277359990,-9.719274117
0.285000,0.042171585,-0.075540196,0.016028806,-0.495407018,-0.282804393,-9.736448560
0.290000,0.046720507,-0.077713630,0.008714564,-0.485674617,-0.282858580,-9.720945893
0.295000,0.041561687,-0.079668649,0.012055801,-0.511322673,-0.299676006,-9.712903514
0.300000,0.043735878,-0.076457895,0.012073103,-0.520116295,-0.306905180,-9.730692645
0.305000,0.045732557,-0.080370977,0.014458693,-0.523723884,-0.310968121,-9.727476931
0.310000,0.042807398,-0.077600009,0.007717264,-0.525077647,-0.306935931,-9.717008915
0.315000,0.044792930,-0.081756582,0.010734211,-0.532172594,-0.328121336,-9.720133768
0.320000,0.050514717,-0.079002933,0.013193160,-0.540257024,-0.322463449,-9.716869048
0.325000,0.045439750,-0.076031042,0.012753179,-0.551287203,-0.327473589,-9.725424877
0.330000,0.037747786,-0.078352023,0.011309465,-0.569233651,-0.330821129,-9.723195489
0.335000,0.042645094,-0.079475142,0.008672209,-0.562206488,-0.339092350,-9.717263491
0.340000,0.047825888,-0.073744453,0.010543681,-0.576949040,-0.339224921,-9.717729306
0.345000,0.040657888,-0.074746484,0.019367691,-0.566648663,-0.338242258,-9.727273629
0.350000,0.043787380,-0.076439815,0.011547634,-0.599969320,-0.344882780,-9.718076902
0.355000,0.050368970,-0.073831510,0.014919795,-0.594425409,-0.338881744,-9.706669906
0.360000,0.039300959,-0.079742210,0.013062754,-0.606442552,-0.353534775,-9.706627651
0.365000,0.044598676,-0.075453514,0.008704486,-0.611253801,-0.359944442,-9.706269437
0.370000,0.048846330,-0.076801503,0.014501117,-0.624129397,-0.370547247,-9.704802816
0.375000,0.040605892,-0.076098044,0.011868698,-0.619621061,-0.349170085,-9.698493156
0.380000,0.039646778,-0.074146239,0.013238767,-0.638733922,-0.368225250,-9.712251081
0.385000,0.049481956,-0.074906808,0.019377652,-0.642609339,-0.379455085,-9.707383690
0.390000,0.043522394,-0.073956433,0.009386571,-0.649854721,-0.392068217,-9.698992209
0.395000,0.043931865,-0.074366661,0.008322029,-0.654275875,-0.377755423,-9.698724507
0.400000,0.042102750,-0.074414305,0.015855502,-0.668880211,-0.391629293,-9.703650212
0.405000,0.041397068,-0.068605103,0.009567258,-0.662223764,-0.387335561,-9.707373371
0.410000,0.042927425,-0.071729057,0.013204543,-0.683972397,-0.394881098,-9.696824780
0.415000,0.042144768,-0.077131322,0.012670776,-0.690314623,-0.395038001,-9.699347515
0.420000,0.039415827,-0.074090780,0.007322406,-0.700226239,-0.397023030,-9.690654710
0.425000,0.042404877,-0.076268813,0.009150617,-0.704597348,-0.407968856,-9.701190489
0.430000,0.041695826,-0.070369568,0.010688588,-0.710811544,-0.413649894,-9.681810941
0.435000,0.040171165,-0.075668912,0.013267952,-0.712771271,-0.412295645,-9.689998393
0.440000,0.039155556,-0.068095358,0.008371095,-0.721790668,-0.412005221,-9.692316296
0.445000,0.039594154,-0.074068862,0.014283444,-0.724699925,-0.425580234,-9.684771487
0.450000,0.035350353,-0.072253811,0.011679952,-0.739050649,-0.415124979,-9.685635737
0.455000,0.041622675,-0.069621444,0.016368210,-0.732691651,-0.441833188,-9.682693011
0.460000,0.038744728,-0.067716351,0.012694710,-0.743521708,-0.419649045,-9.683354329
0.465000,0.036846052,-0.069520414,0.007383766,-0.754693798,-0.446539094,-9.679719854
0.470000,0.044336462,-0.067618550,0.014065617,-0.773939461,-0.443060429,-9.682496986
0.475000,0.042608705,-0.066683836,0.016590798,-0.770852909,-0.468036158,-9.668111487
0.480000,0.041123867,-0.064540757,0.010878839,-0.774039942,-0.449755141,-9.669653270
0.485000,0.036335092,-0.068307730,0.010332438,-0.775273247,-0.440382962,-9.681871870
0.490000,0.042712201,-0.067715286,0.011250991,-0.800670724,-0.452603937,-9.675403369
0.495000,0.037660660,-0.069951953,0.015056188,-0.798902849,-0.458602728,-9.678922158
0.500000,0.041127656,-0.065894548,0.015065287,-0.809746244,-0.462090630,-9.681504622
0.505000,0.037161771,-0.068359917,0.007871005,-0.805833535,-0.473546954,-9.673253285
0.510000,0.041410815,-0.067336932,0.012035159,-0.807899380,-0.470833889,-9.678632832
0.515000,0.038942540,-0.072744998,0.013501387,-0.831586982,-0.481208591,-9.659209414
0.520000,0.037149499,-0.063744506,0.014698604,-0.830908259,-0.478330695,-9.665841727
0.525000,0.038296828,-0.066704982,0.010771499,-0.842842758,-0.482776183,-9.669078382
0.530000,0.032142487,-0.067786845,0.013926731,-0.843043795,-0.482259275,-9.666820426
0.535000,0.035155580,-0.070912429,0.012043031,-0.843087913,-0.484648619,-9.654272265
0.540000,0.039100549,-0.063862624,0.017019710,-0.864479016,-0.473104566,-9.657005357
0.545000,0.037322722,-0.064513481,0.017349582,-0.855757111,-0.494896023,-9.661182518
0.550000,0.036811169,-0.067146886,0.011029952,-0.870556511,-0.496213572,-9.651087048
0.555000,0.036200037,-0.068836496,0.014521755,-0.870122403,-0.501344496,-9.662505608
0.560000,0.033491911,-0.066930641,0.011248948,-0.889832284,-0.520478698,-9.659279494
0.565000,0.034398063,-0.063203341,0.016135460,-0.879544465,-0.510159185,-9.653398743
0.570000,0.036555557,-0.066618106,0.012761804,-0.899572667,-0.516084719,-9.652956338
0.575000,0.035376758,-0.063199263,0.010129965,-0.903904362,-0.524159759,-9.657707533
0.580000,0.037059520,-0.062606567,0.016383253,-0.909302407,-0.526547642,-9.652679330
0.585000,0.036918853,-0.066316825,0.011667214,-0.928530300,-0.521269070,-9.652530998
0.590000,0.035847857,-0.067352066,0.012762581,-0.930697849,-0.544693111,-9.653217503
0.595000,0.032202495,-0.065394773,0.013002088,-0.933296799,-0.525647471,-9.640843618
0.600000,0.038047305,-0.062866205,0.015689115,-0.927581345,-0.530864829,-9.646317607
0.605000,0.038227023,-0.064928867,0.014568623,-0.947906122,-0.543845830,-9.649003259
0.610000,0.033325631,-0.065424149,0.007849018,-0.944927102,-0.542442489,-9.634604160
0.615000,0.030507422,-0.064086960,0.011061248,-0.955091763,-0.549074475,-9.641983266
0.620000,0.037022101,-0.064565203,0.012315770,-0.963187654,-0.546213460,-9.635873563
0.625000,0.032404594,-0.064564390,0.015422901,-0.968386147,-0.554902974,-9.648669034
0.630000,0.032131922,-0.067769372,0.011974445,-0.974211715,-0.566481693,-9.642904120
0.635000,0.030047232,-0.063958842,0.014668998,-0.973822464,-0.559387602,-9.641966750
0.640000,0.030583783,-0.063373473,0.013144321,-0.986868383,-0.563786280,-9.625665032
0.645000,0.029472054,-0.062184119,0.012093877,-0.993532898,-0.572206294,-9.637567024
0.650000,0.038016969,-0.059048591,0.013089355,-1.002856420,-0.573489646,-9.634632417
0.655000,0.032861458,-0.056899361,0.013749484,-1.002243728,-0.565961138,-9.636300889
0.660000,0.034968911,-0.063918762,0.011116313,-1.008509481,-0.586935748,-9.621253089
0.665000,0.027919825,-0.060918466,0.010215645,-1.022605864,-0.578465220,-9.625620037
0.670000,0.034729107,-0.061268980,0.015090028,-1.021347191,-0.572688512,-9.638485126
0.675000,0.031049268,-0.060989122,0.010113357,-1.027165481,-0.583744867,-9.628141761
0.680000,0.031627094,-0.064227309,0.013131591,-1.034032887,-0.593788280,-9.620825927
0.685000,0.028961745,-0.061696564,0.014558362,-1.043100130,-0.594356997,-9.619476429
0.690000,0.029197088,-0.058230056,0.016727276,-1.046237968,-0.610929597,-9.625516545
0.695000,0.030336160,-0.064338296,0.008834298,-1.054536340,-0.590601451,-9.625936517
0.700000,0.033911870,-0.065514047,0.016581790,-1.047389264,-0.610174535,-9.617686956
0.705000,0.031221558,-0.063449732,0.015187169,-1.059044933,-0.606820030,-9.616574741
0.710000,0.023451532,-0.061875811,0.015953667,-1.085888497,-0.608626376,-9.635936145
0.715000,0.030382900,-0.055823507,0.013152651,-1.071806361,-0.616655120,-9.612212809
0.720000,0.029819754,-0.060373504,0.015257523,-1.081488288,-0.616000805,-9.617173687
0.725000,0.030081523,-0.057029401,0.012908509,-1.086609848,-0.617908934,-9.625841416
0.730000,0.030782683,-0.059547077,0.016808099,-1.090182045,-0.623404311,-9.612381156
0.735000,0.028009252,-0.058580118,0.011576375,-1.108977331,-0.628307515,-9.609410671
0.740000,0.033892602,-0.059938810,0.014289633,-1.105296373,-0.624467159,-9.612103936
0.745000,0.029297267,-0.058401724,0.010828543,-1.100749558,-0.627781225,-9.608991829
0.750000,0.027848640,-0.060069701,0.015816156,-1.108623975,-0.641010996,-9.603495054
0.755000,0.031589045,-0.057127873,0.014931700,-1.128406344,-0.627242794,-9.601506536
0.760000,0.029908246,-0.055393314,0.021675772,-1.136474709,-0.626439962,-9.609206461
0.765000,0.025620885,-0.054797496,0.018837051,-1.137564562,-0.637651078,-9.608536441
0.770000,0.028374120,-0.056947548,0.018782888,-1.154602345,-0.649123831,-9.596366085
0.775000,0.031829835,-0.060217499,0.013467922,-1.143779322,-0.647840053,-9.607387948
0.780000,0.030121040,-0.058762374,0.012132924,-1.141687771,-0.640516044,-9.606906851
0.785000,0.026319780,-0.056474591,0.014505259,-1.153336917,-0.661852298,-9.595619443
0.790000,0.032961536,-0.053704281,0.007963408,-1.158698038,-0.652046451,-9.603369432
0.795000,0.027370401,-0.055543425,0.014382298,-1.162449776,-0.656861223,-9.596062260
0.800000,0.031920147,-0.059002613,0.012548750,-1.181514565,-0.660281208,-9.591960801
0.805000,0.026505924,-0.058231283,0.009253074,-1.188064549,-0.659617609,-9.596834874
0.810000,0.026250855,-0.054449239,0.014759756,-1.178661419,-0.664146424,-9.601688056
0.815000,0.027857105,-0.056547605,0.016633349,-1.184714338,-0.658540684,-9.580340269
0.820000,0.028518338,-0.054440160,0.014997814,-1.193994525,-0.667835913,-9.607354930
0.825000,0.030896981,-0.053465421,0.012735328,-1.188709927,-0.664044167,-9.595528336
0.830000,0.030048274,-0.056092488,0.015808213,-1.200509337,-0.686199176,-9.579149594
0.835000,0.030916079,-0.052827501,0.016951339,-1.216861001,-0.677672121,-9.581864407
0.840000,0.021683272,-0.054756835,0.016980887,-1.205765288,-0.666716975,-9.589812020
0.845000,0.023400802,-0.056779814,0.015936610,-1.231639678,-0.684499519,-9.600999936
0.850000,0.030580841,-0.052101240,0.014197419,-1.224520468,-0.689196468,-9.581922944
0.855000,0.028693649,-0.052826735,0.014354693,-1.233667863,-0.682131606,-9.576046587
0.860000,0.023176993,-0.047986107,0.017814924,-1.242502833,-0.690313041,-9.576715005
0.865000,0.025642512,-0.053178337,0.015133665,-1.247858159,-0.695904763,-9.589668306
0.870000,0.029103772,-0.053615125,0.014869168,-1.249352389,-0.695322806,-9.577884518
0.875000,0.027175883,-0.054654752,0.016331248,-1.265039488,-0.691913590,-9.573731305
0.880000,0.026131121,-0.052255820,0.008827759,-1.256321733,-0.707153287,-9.583375306
0.885000,0.029542128,-0.049428942,0.012419248,-1.265345129,-0.697646965,-9.576969244
0.890000,0.030637909,-0.055167083,0.013793797,-1.267923568,-0.702877583,-9.591259051
0.895000,0.028247625,-0.051136709,0.016874176,-1.272119645,-0.706837998,-9.574111360
0.900000,0.026524876,-0.052237088,0.016683694,-1.279447495,-0.712158003,-9.568971032
0.905000,0.030085557,-0.047738253,0.010183039,-1.279057103,-0.712172617,-9.576354724
0.910000,0.026314152,-0.046514011,0.015976347,-1.279597768,-0.722781251,-9.569945848
0.915000,0.029675252,-0.052014193,0.014108391,-1.295661418,-0.718369762,-9.573177485
0.920000,0.022406032,-0.047126447,0.010868581,-1.285893268,-0.714725689,-9.560387439
0.925000,0.026470412,-0.048872758,0.019974764,-1.301609783,-0.707421408,-9.560287054
0.930000,0.028160412,-0.050551850,0.015081939,-1.308416436,-0.726987016,-9.570778260
0.935000,0.026242561,-0.052575695,0.013665925,-1.298526384,-0.737614594,-9.573917744
0.940000,0.027795143,-0.048658509,0.016276928,-1.316730575,-0.726565857,-9.545170048
0.945000,0.026429720,-0.051850055,0.015246781,-1.320515764,-0.721700314,-9.556211489
0.950000,0.021460936,-0.049261466,0.014623637,-1.321313150,-0.727903553,-9.565153282
0.955000,0.022090884,-0.048490800,0.013712723,-1.332277988,-0.731929550,-9.548954894
0.960000,0.024448413,-0.048359593,0.018022407,-1.340779579,-0.731069165,-9.553770234
0.965000,0.025391375,-0.044040416,0.013511198,-1.338909761,-0.745937673,-9.553666991
0.970000,0.024722489,-0.047658442,0.009808342,-1.352130840,-0.724293918,-9.548932477
0.975000,0.028889050,-0.043672786,0.016471647,-1.348169992,-0.733113278,-9.562353973
0.980000,0.019762609,-0.046116289,0.019292835,-1.352816974,-0.759949940,-9.558617308
0.985000,0.019135492,-0.044863467,0.014333042,-1.352839474,-0.750820036,-9.547998708
0.990000,0.020912108,-0.048047180,0.014731645,-1.366639077,-0.740903194,-9.563547362
0.995000,0.027355125,-0.048430956,0.016415228,-1.368925158,-0.751777077,-9.558781654
1.000000,0.024928561,-0.047491735,0.011454372,-1.371123232,-0.765725552,-9.544218368
1.005000,0.021779299,-0.046575813,0.014885466,-1.367703895,-0.754899016,-9.547691260
1.010000,0.025849829,-0.048897868,0.016264527,-1.383073724,-0.766951855,-9.552144200
1.015000,0.022026104,-0.043944760,0.011466460,-1.385932738,-0.763125938,-9.554655353
1.020000,0.021022320,-0.042545880,0.016948762,-1.399162809,-0.762194215,-9.549024080
1.025000,0.019974599,-0.044776698,0.019266409,-1.407964986,-0.771231549,-9.526562617
1.030000,0.021314242,-0.046246547,0.013776430,-1.395625865,-0.761064780,-9.545057018
1.035000,0.018294132,-0.044355273,0.015532269,-1.400726706,-0.769585159,-9.543594280
1.040000,0.020455703,-0.045711284,0.015860260,-1.434060346,-0.769324480,-9.533059055
1.045000,0.022589400,-0.047869861,0.014744357,-1.421462924,-0.767158136,-9.534981609
1.050000,0.022285596,-0.042693045,0.016151946,-1.430899814,-0.772208555,-9.541510782
1.055000,0.025657677,-0.051061712,0.016313410,-1.423651979,-0.780396607,-9.531016327
1.060000,0.022974852,-0.042388527,0.017507877,-1.426507625,-0.774687958,-9.545653164
1.065000,0.022492503,-0.040917093,0.010706356,-1.431577093,-0.783877359,-9.534307524
1.070000,0.015314364,-0.044396872,0.014835913,-1.435049427,-0.783349145,-9.541097779
1.075000,0.018120148,-0.040537174,0.014324983,-1.434492461,-0.802618293,-9.530769987
1.080000,0.021110379,-0.044007003,0.014740540,-1.442397112,-0.784323144,-9.526759820
1.085000,0.020310294,-0.041084812,0.011090134,-1.439856155,-0.789732012,-9.530749404
1.090000,0.021440883,-0.043170012,0.014108436,-1.454731227,-0.793538649,-9.537172197
1.095000,0.022800420,-0.039350057,0.014502321,-1.461618234,-0.790042627,-9.522236328
1.100000,0.022396787,-0.042244620,0.012472828,-1.470416721,-0.805507551,-9.522030653
1.105000,0.026217371,-0.045115275,0.013574395,-1.462494234,-0.805545694,-9.529538893
1.110000,0.015527896,-0.040559888,0.017984752,-1.466311220,-0.802287628,-9.525779612
1.115000,0.027899947,-0.040804580,0.014460169,-1.460499498,-0.801621795,-9.519543790
1.120000,0.016373351,-0.037343958,0.017911633,-1.479383103,-0.812955750,-9.515714459
1.125000,0.020212917,-0.040554849,0.016686973,-1.487674406,-0.807063310,-9.515031993
1.130000,0.022607979,-0.037032270,0.014434799,-1.493491782,-0.798274134,-9.526166213
1.135000,0.021348681,-0.044318117,0.013541851,-1.489575768,-0.822922751,-9.518860236
1.140000,0.014495717,-0.044066462,0.010385686,-1.495114050,-0.806709335,-9.522613160
1.145000,0.015510262,-0.036472092,0.010038398,-1.493200490,-0.812153606,-9.518641856
1.150000,0.016807814,-0.044573234,0.012222559,-1.506379720,-0.810085061,-9.527544505
1.155000,0.018070046,-0.044386683,0.014738877,-1.499348590,-0.809502085,-9.524633105
1.160000,0.015817474,-0.041764985,0.020202807,-1.506136398,-0.818393940,-9.512360762
1.165000,0.022130798,-0.042852475,0.015134010,-1.507286269,-0.816470936,-9.515329429
1.170000,0.023575223,-0.037725373,0.016836976,-1.531122933,-0.812433302,-9.506360278
1.175000,0.018855358,-0.035485119,0.013086190,-1.515936350,-0.816246993,-9.505206168
1.180000,0.019416093,-0.039810416,0.016624931,-1.533024099,-0.822373103,-9.511384478
1.185000,0.016613306,-0.038828909,0.014742063,-1.533704352,-0.809099417,-9.507042415
1.190000,0.019641071,-0.035858389,0.014339978,-1.528964669,-0.828617922,-9.501104980
1.195000,0.018159046,-0.037791277,0.015037006,-1.553614573,-0.844660844,-9.506060160
1.200000,0.021815991,-0.035025138,0.016077387,-1.536220532,-0.831333001,-9.514877895
1.205000,0.018142404,-0.037872338,0.016038452,-1.541109456,-0.828940902,-9.509418354
1.210000,0.016141131,-0.034696610,0.018276344,-1.538042057,-0.835544161,-9.496496348
1.215000,0.015189744,-0.033380168,0.013503378,-1.543047487,-0.828934961,-9.500782229
1.220000,0.018410845,-0.041700371,0.017541147,-1.545073084,-0.838907983,-9.509818328
1.225000,0.013591449,-0.037742342,0.015866985,-1.563179690,-0.836004819,-9.514402260
1.230000,0.012419613,-0.039527012,0.014504935,-1.556335773,-0.842265215,-9.502392177
1.235000,0.015264332,-0.035831545,0.021547938,-1.574704363,-0.844716167,-9.500621817
1.240000,0.017424022,-0.037433828,0.013668163,-1.574432139,-0.833119225,-9.501177931
1.245000,0.020936445,-0.035706987,0.016536672,-1.565055509,-0.842576203,-9.496938427
1.250000,0.018054366,-0.038190354,0.016476127,-1.584689679,-0.853283215,-9.495695548
1.255000,0.022732241,-0.033373760,0.014255097,-1.586549412,-0.848223687,-9.504996372
1.260000,0.015463156,-0.032949532,0.015223062,-1.578546213,-0.847691337,-9.497168156
1.265000,0.013655703,-0.033953826,0.016880933,-1.580518113,-0.839532565,-9.489369486
1.270000,0.017057875,-0.039448560,0.016236305,-1.610250367,-0.862764609,-9.497470443
1.275000,0.012456915,-0.034658171,0.013112961,-1.591648377,-0.854639744,-9.492018126
1.280000,0.016543174,-0.036953194,0.015256925,-1.588588653,-0.844751435,-9.488877034
1.285000,0.019938239,-0.033130329,0.013086539,-1.602000801,-0.850917887,-9.493827311
1.290000,0.015053402,-0.031093679,0.015969133,-1.602881891,-0.859843638,-9.486534320
1.295000,0.014833870,-0.034882671,0.019869853,-1.603992660,-0.859531580,-9.487776344
1.300000,0.015773503,-0.030757261,0.019310312,-1.609610799,-0.860206535,-9.480405544
1.305000,0.015239703,-0.027240976,0.014080783,-1.621418033,-0.855784519,-9.474391216
1.310000,0.010894309,-0.035180105,0.016733225,-1.613001253,-0.856264709,-9.488845278
1.315000,0.016352274,-0.033846199,0.018768677,-1.627391432,-0.866247011,-9.490727448
1.320000,0.018550166,-0.036525597,0.020505812,-1.621558105,-0.855480546,-9.484047647
1.325000,0.014170005,-0.023148233,0.015211224,-1.631780985,-0.868294906,-9.482297394
1.330000,0.013784965,-0.033935573,0.017958200,-1.619878559,-0.870126779,-9.481714375
1.335000,0.011033113,-0.030653392,0.015585032,-1.632780737,-0.880089784,-9.477579700
1.340000,0.008945802,-0.037322191,0.018212554,-1.636891685,-0.872020458,-9.469626699
1.345000,0.012642499,-0.032169216,0.017816473,-1.632497042,-0.862053403,-9.485800194
1.350000,0.016133137,-0.027028197,0.015060034,-1.645788265,-0.863924698,-9.486881576
1.355000,0.013243385,-0.033716233,0.016680255,-1.650888010,-0.876238865,-9.487021351
1.360000,0.016471685,-0.032918501,0.016791978,-1.657313070,-0.879266369,-9.482654371
1.365000,0.011015354,-0.030302304,0.016569477,-1.650257083,-0.880659098,-9.477933151
1.370000,0.015344599,-0.027956743,0.014467310,-1.655827100,-0.866918484,-9.470379897
1.375000,0.016188181,-0.030085956,0.017178055,-1.655129133,-0.886456904,-9.466252595
1.380000,0.012628550,-0.031684382,0.016982117,-1.672199333,-0.881793443,-9.481432414
1.385000,0.013938246,-0.031877316,0.015741136,-1.650103860,-0.892375691,-9.486685658
1.390000,0.014508122,-0.028722410,0.017940729,-1.676445967,-0.886635584,-9.471544371
1.395000,0.013546583,-0.029701152,0.023468000,-1.677169887,-0.894598688,-9.465129330
1.400000,0.013089195,-0.030305156,0.020307767,-1.666435629,-0.882102949,-9.486567588
1.405000,0.009294600,-0.031728946,0.021218068,-1.668422257,-0.885956366,-9.473239334
1.410000,0.008728026,-0.028177938,0.016353366,-1.681238820,-0.882716377,-9.467742599
1.415000,0.003914555,-0.030630821,0.022547324,-1.684987440,-0.887565342,-9.471747436
1.420000,0.013768113,-0.029095704,0.019017566,-1.675211370,-0.870376376,-9.455777132
1.425000,0.010917222,-0.029746378,0.018542880,-1.683820537,-0.878682087,-9.469612656
1.430000,0.011358836,-0.026333437,0.016326904,-1.699348756,-0.889376134,-9.470355544
1.435000,0.016986925,-0.030275789,0.013029439,-1.687140620,-0.888286507,-9.479894439
1.440000,0.009152020,-0.025160874,0.020067376,-1.712045224,-0.888121791,-9.472904117
1.445000,0.009703957,-0.034178479,0.016995870,-1.698115628,-0.888450808,-9.456005023
1.450000,0.013756993,-0.024915386,0.020934322,-1.707835311,-0.893623528,-9.476930908
1.455000,0.015387081,-0.028281002,0.020127633,-1.705713160,-0.882682590,-9.468319308
1.460000,0.008530949,-0.026009295,0.014216393,-1.718318835,-0.891302993,-9.467608457
1.465000,0.012592110,-0.030394961,0.020984824,-1.719320700,-0.910543879,-9.470812410
1.470000,0.011603572,-0.031508625,0.016431830,-1.719065245,-0.896529288,-9.462369296
1.475000,0.008504346,-0.028650983,0.016982137,-1.717621015,-0.892329046,-9.446370741
1.480000,0.012999680,-0.027971899,0.017699689,-1.721077145,-0.895262263,-9.464369027
1.485000,0.010011499,-0.024902400,0.015658445,-1.724130648,-0.893289993,-9.464319427
1.490000,0.006012468,-0.026756665,0.018852432,-1.730261314,-0.905758594,-9.467667464
1.495000,0.009543759,-0.025624655,0.018092861,-1.723198299,-0.898119335,-9.451488455
1.500000,0.008331002,-0.028174254,0.018341544,-1.718592029,-0.902213505,-9.463628069
1.505000,0.009073237,-0.029503794,0.016576794,-1.746054276,-0.898940000,-9.453657655
1.510000,0.009412304,-0.027145197,0.019925000,-1.737924869,-0.894357601,-9.459463429
1.515000,0.007874831,-0.027135592,0.016717002,-1.735040178,-0.902056405,-9.448488927
1.520000,0.009284830,-0.025808974,0.020219847,-1.747348239,-0.893047854,-9.462203471
1.525000,0.011287669,-0.027391863,0.016393175,-1.745731583,-0.911508648,-9.456151661
